id,ClusterID,Title,Authors,Venue,Year,Citations,Source,predictClusterId
20881,1805299, Mercury: A memory-constrained spatio-temporal real-time search on microblogs," Amr Magdy,  Mohamed F Mokbel,  Sameh Elnikety,  Suman Nath,  Yuxiong He",Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,34.0,GoogleScholar,1318043.0
20886,1805300, Horton+: a distributed system for processing declarative reachability queries over partitioned graphs," Mohamed Sarwat,  Sameh Elnikety,  Yuxiong He,  Mohamed F Mokbel", Proceedings of the VLDB Endowment,2013,34.0,GoogleScholar,1318044.0
20892,1805301, Caredb: A context and preference-aware location-based database system," Justin J Levandoski,  Mohamed F Mokbel,  Mohamed E Khalefa", Proceedings of the VLDB Endowment,2010,30.0,GoogleScholar,1318045.0
20898,1805303,Locking key ranges with unbundled transaction services,"David B. Lomet,Mohamed F. Mokbel",PVLDB,2009,28.0,GoogleScholar,1318046.0
20906,1805305,Tinycasper: a privacy-preserving aggregate location monitoring system in wireless sensor networks,"Chi-Yin Chow,Mohamed F. Mokbel,Tian He",SIGMOD Conference,2008,26.0,GoogleScholar,1318047.0
20919,1805309, Prefjoin: An efficient preference-aware join operator," Mohamed E Khalefa,  Mohamed F Mokbel,  Justin J Levandoski",Data Engineering (ICDE); 2011 IEEE 27th International Conference on,2011,22.0,GoogleScholar,1318048.0
20923,1805311, Recdb in action: recommendation made easy in relational databases," Mohamed Sarwat,  James Avery,  Mohamed F Mokbel", Proceedings of the VLDB Endowment,2013,18.0,GoogleScholar,1318049.0
20941,1805316,Incremental and General Evaluation of Reverse Nearest Neighbors,"James M. Kang,Mohamed F. Mokbel,Shashi Shekhar,Tian Xia,Donghui Zhang", IEEE Transactions on Knowledge and Data Engineering,2010,12.0,GoogleScholar,1318050.0
20945,1805317, Permjoin: An efficient algorithm for producing early results in multi-join query plans," Justin J Levandoski,  Mohamed E Khalefa,  Mohamed F Mokbel",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,12.0,GoogleScholar,1318051.0
20957,1805320, Mars: Real-time spatio-temporal queries on microblogs," Amr Magdy,  Ahmed M Aly,  Mohamed F Mokbel,  Sameh Elnikety,  Yuxiong He,  Suman Nath",Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,10.0,GoogleScholar,1318052.0
20960,1805321, Venus: Scalable real-time spatial queries on microblogs with adaptive load shedding," Amr Magdy,  Mohamed F Mokbel,  Sameh Elnikety,  Suman Nath,  Yuxiong He", IEEE Transactions on Knowledge and Data Engineering,2016,9.0,GoogleScholar,1318053.0
20964,1805322, RecStore: an extensible and adaptive framework for online recommender queries inside the database engine," Justin J Levandoski,  Mohamed Sarwat,  Mohamed F Mokbel,  Michael D Ekstrand",Proceedings of the 15th International Conference on Extending Database Technology,2012,9.0,GoogleScholar,1318054.0
20970,1805323,Nile: A Query Processing Engine for Data Streams,"Amr Magdy,Rami Alghamdi,Mohamed F. Mokbel",ICDE,2016,8.0,Aminer,1318055.0
20986,1805328,On Producing High and Early Result Throughput in Multijoin Query Plans,"Harshada Chavan,Rami Alghamdi,Mohamed F. Mokbel",ICDE Workshops,2016,4.0,GoogleScholar,1318056.0
20994,1805330,Mobility and social networking: a data management perspective,"Christopher Jonathan,Amr Magdy,Mohamed F. Mokbel,Albert Jonathan",ICDE,2016,3.0,GoogleScholar,1318057.0
21008,1805333, Efficient Exploration of Telco Big Data with Compression and Decaying," Constantinos Costa,  Georgios Chatzimilioudis,  Demetrios Zeinalipour-Yazti,  Mohamed F Mokbel",Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,2.0,GoogleScholar,1318058.0
21014,1805335,RecDB: towards DBMS support for online recommender systems,Mohamed Sarwat,Proceedings of the on SIGMOD/PODS 2012 PhD Symposium,2012,2.0,GoogleScholar,1318059.0
21027,1805338, Building Multi-Resolution Event-Enriched Maps From Social Data.," Faizan Ur Rehman,  Imad Afyouni,  Ahmed Lbath,  Sohaib Khan,  Saleh M Basalamah,  Mohamed F Mokbel", EDBT,2017,1.0,GoogleScholar,1318060.0
21030,1805339, Panel discussion on social networks and mobility in the cloud," Amr El Abbadi,  Mohamed F Mokbel", Proceedings of the VLDB Endowment,2012,1.0,GoogleScholar,1318061.0
21038,1805341, A demonstration of stella: a crowdsourcing-based geotagging framework," Christopher Jonathan,  Mohamed F Mokbel", Proceedings of the VLDB Endowment,2017,0.0,GoogleScholar,1318062.0
21041,1805342,Scout: A GPU-Aware System for Interactive Spatio-temporal Data Visualization,"Harshada Chavan,Mohamed F. Mokbel",SIGMOD Conference,2017,0.0,GoogleScholar,1318063.0
21046,1805343, Database system support for personalized recommendation applications," Mohamed Sarwat,  Raha Moraffah,  Mohamed F Mokbel,  James L Avery",Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,0.0,GoogleScholar,1318064.0
21050,1805344, SPATE: Compacting and Exploring Telco Big Data," Constantinos Costa,  Georgios Chatzimilioudis,  Demetrios Zeinalipour-Yazti,  Mohamed F Mokbel",Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,0.0,GoogleScholar,1318065.0
21052,1805346, Microblogs Data Management Systems: Querying; Analysis; and Visualization,"Amr Magdy,Mohamed F. Mokbel",Proceedings of the 2016 International Conference on Management of Data,2016,0.0,GoogleScholar,1318066.0
21062,1805351, Multiple feature fusion for social media applications," Bin Cui,  Anthony KH Tung,  Ce Zhang,  Zhe Zhao",Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,35.0,GoogleScholar,1318067.0
21068,1805353,Scaling Inference for Markov Logic via Dual Decomposition," Feng Niu,  Ce Zhang,  Christopher Re,  Jude Shavlik",Data Mining (ICDM); 2012 IEEE 12th International Conference on,2012,18.0,GoogleScholar,1318068.0
21078,1805355, An experimental evaluation of simrank-based similarity search algorithms," Zhipeng Zhang,  Yingxia Shao,  Bin Cui,  Ce Zhang", Proceedings of the VLDB Endowment,2017,5.0,GoogleScholar,1318069.0
21083,1805356, Mlog: Towards declarative in-database machine learning," Xupeng Li,  Bin Cui,  Yiru Chen,  Wentao Wu,  Ce Zhang", Proceedings of the VLDB Endowment,2017,2.0,GoogleScholar,1318070.0
21086,1805357, TencentBoost: A Gradient Boosting Tree System with Parameter Server," Jie Jiang,  Jiawei Jiang,  Bin Cui,  Ce Zhang",Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,2.0,GoogleScholar,1318071.0
21089,1805358,Ease.ml: towards multi-tenant resource sharing for machine learning workloads," Tian Li,  Jie Zhong,  Ji Liu,  Wentao Wu,  Ce Zhang",Proceedings of the VLDB Endowment,2018,1.0,GoogleScholar,1318072.0
21093,1805359, LDA*: a robust and large-scale topic modeling system," Lele Yut,  Ce Zhang,  Yingxia Shao,  Bin Cui", Proceedings of the VLDB Endowment,2017,1.0,GoogleScholar,1318073.0
21098,1805360,Distributed GraphLab: a framework for machine learning and data mining in the cloud," Jiawei Jiang,  Bin Cui,  Ce Zhang,  Fangcheng Fu",Proceedings of the VLDB Endowment,2018,0.0,ACM,1318074.0
21110,1805366, Ground: A Data Context Service.," Joseph M Hellerstein,  Vikram Sreekanti,  Joseph E Gonzalez,  James Dalton,  Akon Dey,  Sreyashi Nag", CIDR,2017,15.0,GoogleScholar,1318075.0
21115,1805370, BayesStore: managing large; uncertain data repositories with probabilistic graphical models," Daisy Zhe Wang,  Eirinaios Michelakis,  Minos Garofalakis,  Joseph M Hellerstein", Proceedings of the VLDB Endowment,2008,159.0,GoogleScholar,1318076.0
21118,1805371,Knowledge expansion over probabilistic knowledge bases,"Yang Chen,Daisy Zhe Wang",SIGMOD Conference,2014,39.0,GoogleScholar,1318077.0
21123,1805372,Hybrid in-database inference for declarative information extraction," Daisy Zhe Wang,  Michael J Franklin,  Minos Garofalakis,  Joseph M Hellerstein,  Michael L Wick",Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,36.0,GoogleScholar,1318078.0
21141,1805376,UDA-GIST: an in-database framework to unify data-parallel and state-parallel analytics,"Kun Li,Daisy Zhe Wang,Alin Dobra,Christopher Dudley",PVLDB,2015,9.0,GoogleScholar,1318079.0
21147,1805378, Declarative information extraction in a probabilistic database system," D Wang,  Eirinaios Michelakis,  M Garofalakis,  MJ Franklin,  Joseph M Hellerstein",Proc. of the 26th ICDE Conf,2010,5.0,GoogleScholar,1318080.0
21154,1805379, ArchimedesOne: query processing over probabilistic knowledge bases," Xiaofeng Zhou,  Yang Chen,  Daisy Zhe Wang", Proceedings of the VLDB Endowment,2016,4.0,GoogleScholar,1318081.0
21157,1805380, In-database batch and query-time inference over probabilistic graphical models using UDAGIST," Kun Li,  Xiaofeng Zhou,  Daisy Zhe Wang,  Christan Grant,  Alin Dobra,  Christopher Dudley", The VLDB Journal,2016,3.0,GoogleScholar,1318082.0
21160,1805381, Granularity conscious modeling for probabilistic databases," Eirinaios Michelakis,  Daisy Zhe Wang,  Minos Garofalakis,  Joseph M Hellerstein",Seventh IEEE International Conference on Data Mining Workshops (ICDMW 2007),2007,3.0,GoogleScholar,1318083.0
21165,1805382, SigmaKB: multiple probabilistic knowledge base fusion," Miguel RodrÂ¢‚Â­guez,  Sean Goldberg,  Daisy Zhe Wang", Proceedings of the VLDB Endowment,2016,1.0,GoogleScholar,1318084.0
21168,1805383, A Probabilistic Knowledge Base System., Daisy Zhe Wang, CIDR,2013,0.0,GoogleScholar,1318085.0
21170,1805384,What's hot and what's not: tracking most frequent items dynamically," Graham Cormode,  Shan Muthukrishnan", ACM Transactions on Database Systems (TODS),2005,578.0,GoogleScholar,1318086.0
21174,1805385,Class-based graph anonymization for social network data,"Graham Cormode,Divesh Srivastava,Smriti Bhagat,Balachander Krishnamurthy", Proceedings of the VLDB Endowment,2009,218.0,GoogleScholar,1318087.0
21188,1805388, Sketching streams through the net: Distributed approximate query tracking," Graham Cormode,  Minos Garofalakis",Proceedings of the 31st international conference on Very large data bases,2005,198.0,GoogleScholar,1318088.0
21193,1805389,Communication-efficient distributed monitoring of thresholded counts,"Ram Keralapura,Graham Cormode,Jeyashankher Ramamirtham",SIGMOD Conference,2006,197.0,GoogleScholar,1318089.0
21205,1805391, Anonymizing bipartite graph data using safe groupings," Graham Cormode,  Divesh Srivastava,  Ting Yu,  Qing Zhang", Proceedings of the VLDB Endowment,2010,176.0,GoogleScholar,1318090.0
21210,1805392,Approximation algorithms for clustering uncertain data,"Graham Cormode,Andrew McGregor",PODS,2008,170.0,GoogleScholar,1318091.0
21216,1805393,Space efficient mining of multigraph streams,"Graham Cormode,S. Muthukrishnan",PODS,2005,124.0,GoogleScholar,1318092.0
21222,1805394,Diamond in the Rough: Finding Hierarchical Heavy Hitters in Multi-Dimensional Data," Graham Cormode,  Flip Korn,  S Muthukrishnan,  Divesh Srivastava",Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,119.0,GoogleScholar,1318093.0
21228,1805395,Conquering the Divide: Continuous Clustering of Distributed Data Streams,"Graham Cormode,S. Muthukrishnan,Wei Zhuang",Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,115.0,GoogleScholar,1318094.0
21238,1805397,Holistic UDAFs at streaming speeds," Graham Cormode,  Theodore Johnson,  Flip Korn,  Shan Muthukrishnan,  Oliver Spatscheck,  Divesh Srivastava",Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,99.0,GoogleScholar,1318095.0
21245,1805399,Summarizing and mining inverse distributions on data streams via dynamic inverse sampling," Graham Cormode,  S Muthukrishnan,  Irina Rozenbaum",VLDB,2005,80.0,GoogleScholar,1318096.0
21250,1805400, Anonymized data: generation; models; usage," Graham Cormode,  Divesh Srivastava",Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,76.0,GoogleScholar,1318097.0
21251,1805401,Optimal sampling from distributed streams,"Graham Cormode, S. Muthukrishnan, Ke Yi, Qin Zhang", Proceedings of the twenty-ninth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2010,22.0,GoogleScholar,1318098.0
21257,1805402, Forward decay: A practical time decay model for streaming systems," Graham Cormode,  Vladislav Shkapenyuk,  Divesh Srivastava,  Bojian Xu",Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,71.0,GoogleScholar,1318099.0
21262,1805403,Space- and time-efficient deterministic algorithms for biased quantiles over data streams," Graham Cormode,  Flip Korn,  S Muthukrishnan,  Divesh Srivastava", Proceedings of the twenty-fifth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2005,68.0,GoogleScholar,1318100.0
21269,1805406,Space-optimal heavy hitters with strong error bounds," Radu Berinde,  Piotr Indyk,  Graham Cormode,  Martin J Strauss",ACM Transactions on Database Systems (TODS),2010,65.0,GoogleScholar,1318101.0
21275,1805407, Histograms and wavelets on probabilistic data," Graham Cormode,  Minos Garofalakis", IEEE Transactions on Knowledge and Data Engineering,2010,61.0,GoogleScholar,1318102.0
21279,1805408,Approximate continuous querying over distributed streams," Graham Cormode,  Minos Garofalakis", ACM Transactions on Database Systems (TODS),2008,61.0,GoogleScholar,1318103.0
21285,1805409,Minimizing minimality and maximizing utility: analyzing method-based attacks on anonymized data," Graham Cormode,  Divesh Srivastava,  Ninghui Li,  Tiancheng Li", Proceedings of the VLDB Endowment,2010,60.0,GoogleScholar,1318104.0
21290,1805410,Time-decaying aggregates in out-of-order streams," Graham Cormode,  Flip Korn,  Srikanta Tirthapura", Proceedings of the twenty-seventh ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2008,58.0,GoogleScholar,1318105.0
21296,1805411, Fast approximate wavelet tracking on streams," Graham Cormode,  Minos Garofalakis,  Dimitris Sacharidis", International Conference on Extending Database Technology,2006,3.0,GoogleScholar,1318106.0
21312,1805415,Estimating the confidence of conditional functional dependencies," Graham Cormode,  Lukasz Golab,  Korn Flip,  Andrew McGregor,  Divesh Srivastava,  Xi Zhang",SIGMOD Conference,2009,42.0,GoogleScholar,1318107.0
21317,1805416,The continuous distributed monitoring model,Graham Cormode,SIGMOD Record,2013,41.0,GoogleScholar,1318108.0
21325,1805419, Exponentially decayed aggregates on data streams," Graham Cormode,  Flip Korn,  Srikanta Tirthapura",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,35.0,GoogleScholar,1318109.0
21336,1805422, Conservative or liberal? personalized differential privacy," Zach Jorgensen,  Ting Yu,  Graham Cormode",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,30.0,GoogleScholar,1318110.0
21340,1805423, Accurate and efficient private release of datacubes and contingency tables," Grigory Yaroslavtsev,  Graham Cormode,  Cecilia M Procopiuc,  Divesh Srivastava",Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,30.0,GoogleScholar,1318111.0
21346,1805425, Lightweight authentication of linear algebraic queries on data streams," Stavros Papadopoulos,  Graham Cormode,  Antonios Deligiannakis,  Minos Garofalakis",Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,26.0,GoogleScholar,1318112.0
21352,1805426, Empirical privacy and empirical utility of anonymized data," Graham Cormode,  Cecilia M Procopiuc,  Entong Shen,  Divesh Srivastava,  Ting Yu",Data Engineering Workshops (ICDEW); 2013 IEEE 29th International Conference on,2013,26.0,GoogleScholar,1318113.0
21364,1805429,On Automated Lesson Construction from Electronic Textbooks,"Gultekin zsoyoglu,Nevzat Hurkan Balkir,Z. Meral zsoyoglu,Graham Cormode", IEEE Transactions on knowledge and data engineering,2004,17.0,GoogleScholar,1318114.0
21369,1805430,How NOT to review a paper: the tools and techniques of the adversarial reviewer,Graham Cormode,ACM SIGMOD Record,2009,12.0,GoogleScholar,1318115.0
21375,1805431, Conditional heavy hitters: detecting interesting correlations in data streams," Katsiaryna Mirylenka,  Graham Cormode,  Themis Palpanas,  Divesh Srivastava", The VLDB Journal,2013,11.0,GoogleScholar,1318116.0
21379,1805432, A dataset search engine for the research document corpus," Meiyu Lu,  Srinivas Bangalore,  Graham Cormode,  Marios Hadjieleftheriou,  Divesh Srivastava",Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,11.0,GoogleScholar,1318117.0
21384,1805433,On Signatures for Communication Graphs,"Graham Cormode,Flip Korn,S. Muthukrishnan,Yihua Wu",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,11.0,GoogleScholar,1318118.0
21394,1805435, Publishing attributed social graphs with formal privacy guarantees," Zach Jorgensen,  Ting Yu,  Graham Cormode",Proceedings of the 2016 International Conference on Management of Data,2016,7.0,GoogleScholar,1318119.0
21399,1805436, Aggregate query answering on possibilistic data with cardinality constraints," Graham Cormode,  Divesh Srivastava,  Entong Shen,  Ting Yu",Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,7.0,GoogleScholar,1318120.0
21407,1805439, Lightweight query authentication on streams," Stavros Papadopoulos,  Graham Cormode,  Antonios Deligiannakis,  Minos Garofalakis", ACM Transactions on Database Systems (TODS),2014,1.0,GoogleScholar,1318121.0
21413,1805440,What does an associate editor actually do?,Graham Cormode,SIGMOD Record,2013,1.0,GoogleScholar,1318122.0
21418,1805441,Compact Summaries over Large Datasets,Graham Cormode,Proceedings of the 34th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,2015,0.0,GoogleScholar,1318123.0
21423,1805442, RDF in the clouds: a survey," Zoi Kaoudi,  Ioana Manolescu", The VLDB Journal,2015,85.0,GoogleScholar,1318124.0
21427,1805443, RDF data management in the Amazon cloud," Francesca Bugiotti,  Franois Goasdou,  Zoi Kaoudi,  Ioana Manolescu",Proceedings of the 2012 Joint EDBT/ICDT Workshops,2012,38.0,GoogleScholar,1318125.0
21449,1805453, On the marriage of lp-norms and edit distance," Lei Chen,  Raymond Ng",Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,167.0,GoogleScholar,1318126.0
21455,1805455,Monochromatic and bichromatic reverse skyline search over uncertain databases,"Xiang Lian,Lei Chen",SIGMOD Conference,2008,141.0,Aminer,1318127.0
21474,1805461,Mining frequent itemsets over uncertain databases,"Yongxin Tong,Lei Chen,Yurong Cheng,Philip S. Yu",PVLDB,2012,137.0,GoogleScholar,1318128.0
21480,1805462, Indexable PLA for efficient similarity search," Qiuxia Chen,  Lei Chen,  Xiang Lian,  Yunhao Liu,  Jeffrey Xu Yu",Proceedings of the 33rd international conference on Very large data bases,2007,129.0,GoogleScholar,1318129.0
21491,1805464,Whom to ask?: jury selection for decision making tasks on micro-blog services,"Caleb Chen Cao,Jieying She,Yongxin Tong,Lei Chen",PVLDB,2012,114.0,GoogleScholar,1318130.0
21497,1805465,Event detection over twitter social media streams," Xiangmin Zhou,  Lei Chen", The VLDB journal,2014,111.0,GoogleScholar,1318131.0
21501,1805466,Probabilistic ranked queries in uncertain databases,"Xiang Lian,Lei Chen",EDBT,2008,105.0,GoogleScholar,1318132.0
21532,1805472, Privacy preserving serial data publishing by role composition," Yingyi Bu,  Ada Wai Chee Fu,  Raymond Chi Wing Wong,  Lei Chen,  Jiuyong Li", Proceedings of the VLDB Endowment,2008,81.0,GoogleScholar,1318133.0
21539,1805474, Reducing uncertainty of schema matching via crowdsourcing," Chen Jason Zhang,  Lei Chen,  HV Jagadish,  Chen Caleb Cao", Proceedings of the VLDB Endowment,2013,0.0,GoogleScholar,1318134.0
21546,1805476,Dynamic skyline queries in metric spaces,"Lei Chen,Xiang Lian",EDBT,2008,69.0,ACM,1318135.0
21557,1805478, Efficient subgraph search over large uncertain graphs," Ye Yuan,  Guoren Wang,  Haixun Wang,  Lei Chen", Proc. VLDB Endow,2011,65.0,GoogleScholar,1318136.0
21562,1805479,Graph similarity search on large uncertain graph databases," Ye Yuan,  Guoren Wang,  Lei Chen,  Haixun Wang",Proceedings of the VLDB Endowment,2012,8.0,GoogleScholar,1318137.0
21572,1805507, Dominant graph: An efficient indexing structure to answer top-k queries," Lei Zou,  Lei Chen",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2011,57.0,GoogleScholar,1318138.0
21576,1805482,Differential dependencies: Reasoning and discovery," Shaoxu Song,  Lei Chen", ACM Transactions on Database Systems (TODS),2011,56.0,GoogleScholar,1318139.0
21582,1805485, gmission: A general spatial crowdsourcing platform," Zhao Chen,  Rui Fu,  Ziyuan Zhao,  Zheng Liu,  Leihao Xia,  Lei Chen", Proceedings of the VLDB Endowment,2014,51.0,GoogleScholar,1318140.0
21591,1805487, Reliable diversity-based spatial crowdsourcing by moving workers," Peng Cheng,  Xiang Lian,  Zhao Chen,  Rui Fu,  Lei Chen,  Jinsong Han",Proceedings of the VLDB Endowment,2015,49.0,GoogleScholar,1318141.0
21607,1805490,Efficient query answering in probabilistic RDF graphs,"Xiang Lian,Lei Chen",SIGMOD Conference,2011,45.0,GoogleScholar,1318142.0
21612,1805502,Continuous Subgraph Pattern Search over Certain and Uncertain Graph Streams,"Lei Chen,Changliang Wang", IEEE Transactions on Knowledge and Data Engineering,2010,44.0,GoogleScholar,1318143.0
21615,1805492,CrowdCleaner: Data cleaning for multi-version data on the web via crowdsourcing,"Yongxin Tong,Caleb Chen Cao,Chen Jason Zhang,Yatao Li,Lei Chen",Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,43.0,GoogleScholar,1318144.0
21622,1805495,Efficient Similarity Search over Future Stream Time Series,"Xiang Lian,Lei Chen",IEEE Trans. Knowl. Data Eng.,2008,41.0,GoogleScholar,1318145.0
21637,1805500, Efficient simrank-based similarity join over large graphs," Weiguo Zheng,  Lei Zou,  Yansong Feng,  Lei Chen,  Dongyan Zhao",PVLDB,2013,37.0,GoogleScholar,1318146.0
21643,1805501, Parallel subgraph listing in a large-scale graph," Yingxia Shao,  Bin Cui,  Lei Chen,  Lin Ma,  Junjie Yao,  Ning Xu",Proceedings of the 2014 ACM SIGMOD International Conference on Management of Data,2014,36.0,GoogleScholar,1318147.0
21652,1805503, Similarity match over high speed time-series streams," Xiang Lian,  Lei Chen,  Jeffrey Xu Yu,  Guoren Wang,  Ge Yu",Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,35.0,GoogleScholar,1318148.0
21656,1805504, Conflict-aware event-participant arrangement and its variant for online setting,"Jieying She,Yongxin Tong,Lei Chen,Caleb Chen Cao", IEEE Transactions on Knowledge and Data Engineering,2016,34.0,GoogleScholar,1318149.0
21660,1805505, Maximal subspace coregulated gene clustering," Yuhai Zhao,  Jeffrey Xu Yu,  Guoren Wang,  Lei Chen,  Bin Wang,  Ge Yu", IEEE Transactions on Knowledge and Data Engineering,2008,33.0,GoogleScholar,1318150.0
21671,1805508, Answering why-not questions on spatial keyword top-k queries," Lei Chen,  Yafei Li,  Jianliang Xu,  Christian S Jensen",ICDE,2016,0.0,GoogleScholar,1318151.0
21677,1805509, Efficient keyword search on uncertain graph data," Ye Yuan,  Guoren Wang,  Lei Chen,  Haixun Wang", IEEE Transactions on Knowledge and Data Engineering,2013,29.0,GoogleScholar,1318152.0
21681,1805510, Similarity search in arbitrary subspaces under l p-norm," Xiang Lian,  Lei Chen",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,28.0,GoogleScholar,1318153.0
21684,1805511, Multiscale representations for fast pattern matching in stream time series," Xiang Lian,  Lei Chen,  Jeffrey Xu Yu,  Jinsong Han,  Jian Ma", IEEE transactions on knowledge and data engineering,2009,26.0,GoogleScholar,1318154.0
21689,1805513,Returning Clustered Results for Keyword Search on XML Documents,"Xiping Liu,Changxuan Wan,Lei Chen", IEEE Transactions on Knowledge and data engineering,2011,25.0,GoogleScholar,1318155.0
21693,1805514,Similarity Join Processing on Uncertain Data Streams,"Xiang Lian,Lei Chen", IEEE Transactions on Knowledge and Data Engineering,2011,24.0,GoogleScholar,1318156.0
21698,1805515,Set similarity join on probabilistic data," Xiang Lian,  Lei Chen", Proceedings of the VLDB Endowment,2010,24.0,GoogleScholar,1318157.0
21703,1805516, A survey of general-purpose crowdsourcing techniques," Anand Inasu Chittilappilly,  Lei Chen,  Sihem Amer-Yahia", IEEE Transactions on Knowledge and Data Engineering,2016,23.0,GoogleScholar,1318158.0
21707,1805517, Pattern matching over cloaked time series," Xiang Lian,  Lei Chen,  Jeffrey Xu Yu",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,23.0,GoogleScholar,1318159.0
21711,1805518,Efficient Similarity Search in Nonmetric Spaces with Local Constant Embedding,"Lei Chen,Xiang Lian", IEEE Transactions on Knowledge and Data Engineering,2008,23.0,GoogleScholar,1318160.0
21715,1805519, Task assignment on multi-skill oriented spatial crowdsourcing,"Peng Cheng,Xiang Lian,Lei Chen,Jinsong Han,Jizhong Zhao", IEEE Transactions on Knowledge and Data Engineering,2016,22.0,GoogleScholar,1318161.0
21720,1805521, Adaptive subspace symbolization for content-based video detection," Xiangmin Zhou,  Xiaofang Zhou,  Lei Chen,  Yanfeng Shu,  Athman Bouguettaya,  John A Taylor", IEEE transactions on knowledge and data engineering,2010,22.0,GoogleScholar,1318162.0
21724,1805522,Differential privacy in telco big data platform,"Xueyang Hu,Mingxuan Yuan,Jianguo Yao,Yu Deng,Lei Chen,Qiang Yang,Haibing Guan,Jia Zeng", Proceedings of the VLDB Endowment,2015,21.0,GoogleScholar,1318163.0
21729,1805523, LogGP: a log-based dynamic graph partitioning method," Ning Xu,  Lei Chen,  Bin Cui", Proceedings of the VLDB Endowment,2014,21.0,GoogleScholar,1318164.0
21733,1805524,Consistent query answers in inconsistent probabilistic databases,"Xiang Lian,Lei Chen,Shaoxu Song",SIGMOD Conference,2010,21.0,GoogleScholar,1318165.0
21738,1805525, Heterogeneous environment aware streaming graph partitioning," Ning Xu,  Bin Cui,  Lei Chen,  Zi Huang,  Yingxia Shao", IEEE Transactions on Knowledge and Data Engineering,2015,20.0,GoogleScholar,1318166.0
21742,1805526,Cleaning uncertain data with a noisy crowd," Chen Jason Zhang,  Lei Chen,  Yongxin Tong,  Zheng Liu",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,20.0,GoogleScholar,1318167.0
21746,1805527,A generic framework for handling uncertain data with local correlations,"Xiang Lian,Lei Chen", Proceedings of the VLDB Endowment,2010,20.0,GoogleScholar,1318168.0
21752,1805528,Toward Efficient Filter Privacy-Aware Content-Based Pub/Sub Systems,"Weixiong Rao,Lei Chen,Sasu Tarkoma", IEEE Transactions on Knowledge and Data Engineering,2013,19.0,GoogleScholar,1318169.0
21756,1805529, STAIRS: Towards efficient full-text filtering and dissemination in DHT environments," Weixiong Rao,  Lei Chen,  Ada Wai-Chee Fu", The VLDB JournalThe International Journal on Very Large Data Bases,2011,19.0,GoogleScholar,1318170.0
21761,1805530, Hear the whole story: Towards the diversity of opinion in crowdsourcing markets,"Ting Wu,Lei Chen,Pan Hui,Chen Jason Zhang,Weikai Li",PVLDB,2015,18.0,GoogleScholar,1318171.0
21772,1805533,Shooting top-k stars in uncertain databases," Xiang Lian,  Lei Chen", The VLDB JournalThe International Journal on Very Large Data Bases,2011,17.0,GoogleScholar,1318172.0
21776,1805534,Ranked Query Processing in Uncertain Databases,"Xiang Lian,Lei Chen", IEEE transactions on knowledge and data engineering,2010,16.0,GoogleScholar,1318173.0
21780,1805535, Detection of shape anomalies: A probabilistic approach using hidden markov models," Zheng Liu,  Jeffrey Xu Yu,  Lei Chen,  Di Wu",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,16.0,GoogleScholar,1318174.0
21784,1805536,Indexing high-dimensional data in dual distance spaces: a symmetrical encoding approach," Ruoming Jin,  Ning Ruan,  Yang Xiang,  Haixun Wang",EDBT,2008,56.0,GoogleScholar,1318175.0
21800,1805539, Where to: Crowd-aided path selection," Chen Jason Zhang,  Yongxin Tong,  Lei Chen", Proceedings of the VLDB Endowment,2014,15.0,GoogleScholar,1318176.0
